hadithNum,mainID,takhreegIDs
6892,11015,"11015,0,39074,0,102779,0,102780,0,139040,0,202928,0,202929,0,320451,0,320452,0"
6893,11016,"3650,0,4923,0,6511,0,6512,0,6513,0,9489,0,10674,0,11016,0,11017,0,11042,0,16936,0,16937,0,16938,0,17187,0,17782,0,17783,0,17784,0,24122,0,32265,0,40825,0,40831,0,40833,0,53983,0,63745,0,69745,0,71564,0,71901,0,71902,0,71903,0,71908,0,71910,0,71911,0,72118,0,77197,0,79376,0,79377,0,79378,0,79383,0,79385,0,79386,0,80488,0,80490,0,81782,0,81783,0,84469,0,93975,0,94127,0,95017,0,95019,0,95020,0,95614,0,105819,0,112728,0,139038,0,139301,0,139365,0,139367,0,139929,0,139930,0,139931,0,139947,0,143207,0,170873,0,170909,0,170937,0,170963,0,171013,0,171033,0,171042,0,171056,0,171068,0,171098,0,171111,0,171112,0,173652,0,180403,0,180404,0,180405,0,180447,0,192422,0,192423,0,192424,0,192500,0,198473,0,198485,0,198500,0,198510,0,198511,0,198512,0,198513,0,198519,0,198522,0,198531,0,198532,0,198533,0,198534,0,198535,0,198542,0,198543,0,198567,0,220051,0,228630,0,234379,0,264890,0,268074,0,271135,0,275546,0,275567,0,288105,0,288106,0,288120,0,288121,0,288122,0,289193,0,295791,0,295792,0,295793,0,295794,0,295795,0,295796,0,295797,0,295798,0,295799,0,322194,0,322195,0,322196,0,329541,0,329834,0,333984,0,340763,0"
6894,11017,"3650,0,4923,0,6511,0,6512,0,6513,0,9489,0,10674,0,11016,0,11017,0,11042,0,16936,0,16937,0,16938,0,17187,0,17782,0,17783,0,17784,0,24122,0,32265,0,40825,0,40831,0,40833,0,53983,0,63745,0,69745,0,71564,0,71901,0,71902,0,71903,0,71908,0,71910,0,71911,0,72118,0,77197,0,79376,0,79377,0,79378,0,79383,0,79385,0,79386,0,80488,0,80490,0,81782,0,81783,0,84469,0,93975,0,94127,0,95017,0,95019,0,95020,0,95614,0,105819,0,112728,0,139038,0,139301,0,139365,0,139367,0,139929,0,139930,0,139931,0,139947,0,143207,0,170873,0,170909,0,170937,0,170963,0,171013,0,171033,0,171042,0,171056,0,171068,0,171098,0,171111,0,171112,0,173652,0,180403,0,180404,0,180405,0,180447,0,192422,0,192423,0,192424,0,192500,0,198473,0,198485,0,198500,0,198510,0,198511,0,198512,0,198513,0,198519,0,198522,0,198531,0,198532,0,198533,0,198534,0,198535,0,198542,0,198543,0,198567,0,220051,0,228630,0,234379,0,264890,0,268074,0,271135,0,275546,0,275567,0,288105,0,288106,0,288120,0,288121,0,288122,0,289193,0,295791,0,295792,0,295793,0,295794,0,295795,0,295796,0,295797,0,295798,0,295799,0,322194,0,322195,0,322196,0,329541,0,329834,0,333984,0,340763,0"
6895,11019,"11019,0,16887,0,16888,0,24280,0,40205,0,40207,0,71602,0,71631,0,80529,0,80561,0,93991,0,98541,0,111136,0,143344,0,143345,0,143346,0,149932,0,171808,0,171818,0,171822,0,171899,0,171954,0,180836,0,184320,0,199009,0,263844,0,263846,0,289917,0,289918,0,289919,0,331957,0,340428,0"
6896,11020,"170,0,1170,0,1174,0,9470,0,11020,0,12798,0,12799,0,23546,0,27379,0,27380,0,34358,0,80434,0,104512,0,109253,0,125227,0,125228,0,168056,0,168069,0,174009,0,180564,0,183934,0,217605,0,242352,0,318631,0,318632,0,318633,0,318634,0,318637,0,318638,0,318639,0,331375,0,335183,0"
6897,11021,"7508,0,8143,0,8145,0,8146,0,8151,0,8266,0,8268,0,11021,0,15886,0,15887,0,15888,0,15889,0,15890,0,15891,0,15892,0,15893,0,15894,0,15895,0,15896,0,15897,0,15898,0,15899,0,15900,0,15901,0,15902,0,15903,0,15904,0,15905,0,15906,0,22175,0,22208,0,23980,0,23981,0,23982,0,23983,0,23984,0,38577,0,38579,0,55254,0,68849,0,68850,0,68851,0,68852,0,68858,0,68859,0,68861,0,68863,0,68864,0,69092,0,69093,0,69094,0,69095,0,69096,0,79982,0,79983,0,79984,0,79985,0,79991,0,79993,0,79995,0,79997,0,79998,0,80223,0,80224,0,80225,0,80226,0,80227,0,88566,0,91940,0,91941,0,91942,0,91943,0,91944,0,91945,0,91946,0,98258,0,98259,0,106076,0,106077,0,110698,0,110701,0,110703,0,116690,0,117199,0,117202,0,117205,0,137036,0,137037,0,137040,0,137041,0,137042,0,137043,0,137044,0,137045,0,137046,0,137047,0,137048,0,137053,0,137054,0,137055,0,137056,0,137057,0,137058,0,137059,0,137060,0,137061,0,137062,0,137063,0,137064,0,137067,0,137072,0,137073,0,137074,0,137075,0,137088,0,137089,0,137090,0,137103,0,137310,0,137585,0,137586,0,149336,0,149337,0,149338,0,149339,0,149340,0,149342,0,149343,0,149344,0,149345,0,149346,0,149347,0,149348,0,149349,0,149350,0,149351,0,149352,0,149353,0,149354,0,149355,0,149356,0,149357,0,149358,0,149359,0,149361,0,149362,0,149409,0,149410,0,149411,0,149412,0,149417,0,149418,0,149464,0,149465,0,150623,0,154911,0,155199,0,155435,0,155531,0,155574,0,155638,0,155678,0,155679,0,155680,0,155682,0,155709,0,155733,0,155846,0,155847,0,155902,0,155917,0,155937,0,155938,0,156208,0,156479,0,156537,0,156559,0,156665,0,156748,0,179907,0,179957,0,182214,0,182224,0,182225,0,182239,0,182345,0,182349,0,185125,0,190529,0,190649,0,190737,0,200898,0,201188,0,201189,0,201190,0,201191,0,201192,0,201682,0,201683,0,225671,0,225696,0,225697,0,225698,0,225700,0,225701,0,225702,0,225703,0,225704,0,225705,0,225708,0,226138,0,257668,0,257669,0,257670,0,257708,0,257709,0,257742,0,286080,0,286081,0,286082,0,286083,0,286084,0,286085,0,286086,0,286087,0,286088,0,286089,0,286090,0,286091,0,286092,0,286093,0,286094,0,294667,0,294668,0,294669,0,315940,0,316114,0,316332,0,316522,0,316642,0,316643,0,316644,0,316660,0,316674,0,316675,0,316676,0,316677,0,316678,0,316679,0,316680,0,316681,0,316682,0,316683,0,316684,0,316806,0,330110,0,330584,0,330784,0,331797,0,338029,0,338041,0"
6898,11023,"3574,0,3994,0,5940,0,8308,0,8317,0,8328,0,10243,0,11023,0,11055,0,16871,0,16872,0,16873,0,16874,0,24309,0,38560,0,38562,0,38564,0,38566,0,71629,0,80559,0,85106,0,85107,0,93913,0,93914,0,106069,0,111104,0,135267,0,137951,0,138003,0,143613,0,143624,0,144536,0,144537,0,144538,0,150033,0,176169,0,176286,0,177773,0,177949,0,183669,0,189720,0,206102,0,232062,0,232063,0,262765,0,291536,0,291537,0,291538,0,291539,0,291540,0,291541,0,328609,0,328610,0,328611,0,328612,0,328613,0,328614,0,328615,0,328616,0"
6899,11025,"123,0,4765,0,9109,0,9114,0,9121,0,11025,0,18092,0,18093,0,18094,0,42846,0,71303,0,71411,0,80376,0,84636,0,85548,0,88408,0,94844,0,94845,0,100998,0,143511,0,163211,0,163229,0,163356,0,163540,0,163825,0,163826,0,164416,0,188058,0,188124,0,188203,0,188319,0,188320,0,194040,0,202658,0,202766,0,202927,0,288437,0,288438,0,293470,0,293471,0,299519,0,299521,0,336430,0"
6900,11029,"2413,0,11029,0,11030,0,14410,0,14411,0,14412,0,14413,0,14414,0,23132,0,28810,0,28811,0,28812,0,36874,0,45132,0,67689,0,67690,0,67691,0,67692,0,67693,0,75773,0,75774,0,75775,0,75776,0,75777,0,91232,0,93090,0,105106,0,105107,0,105108,0,128519,0,133608,0,133609,0,133610,0,134765,0,134766,0,134946,0,150419,0,150455,0,150456,0,150598,0,150599,0,150690,0,156164,0,156165,0,183421,0,185101,0,192794,0,194676,0,194848,0,194849,0,194888,0,235924,0,235925,0,262636,0,262637,0,284669,0,297148,0,297149,0,297150,0,297151,0,297152,0,297153,0,297154,0,297155,0,330642,0"
6901,11030,"2413,0,11029,0,11030,0,14410,0,14411,0,14412,0,14413,0,14414,0,23132,0,28810,0,28811,0,28812,0,36874,0,45132,0,67689,0,67690,0,67691,0,67692,0,67693,0,75773,0,75774,0,75775,0,75776,0,75777,0,91232,0,93090,0,105106,0,105107,0,105108,0,128519,0,133608,0,133609,0,133610,0,134765,0,134766,0,134946,0,150419,0,150455,0,150456,0,150598,0,150599,0,150690,0,156164,0,156165,0,183421,0,185101,0,192794,0,194676,0,194848,0,194849,0,194888,0,235924,0,235925,0,262636,0,262637,0,284669,0,297148,0,297149,0,297150,0,297151,0,297152,0,297153,0,297154,0,297155,0,330642,0"
6902,11032,"726,0,7184,0,7186,0,8153,0,8229,0,8231,0,10567,0,11032,0,11033,0,11220,0,15986,0,15987,0,15988,0,22146,0,23985,0,24008,0,38620,0,38622,0,38624,0,68868,0,68960,0,80002,0,80097,0,92031,0,92032,0,92033,0,92034,0,92035,0,92036,0,92037,0,92038,0,106024,0,106025,0,110770,0,117209,0,134135,0,137068,0,137494,0,137500,0,137501,0,137502,0,137503,0,137504,0,137505,0,137506,0,137507,0,137508,0,137509,0,137510,0,137511,0,137512,0,137530,0,137533,0,137538,0,137552,0,137553,0,149137,0,149139,0,149140,0,174532,0,174561,0,174562,0,174568,0,174582,0,174584,0,174587,0,227375,0,227376,0,257209,0,279739,0,286281,0,287790,0,287791,0,287792,0,296016,0,296017,0,296197,0,307192,0,307193,0,307194,0,307195,0,307196,0,307197,0,307198,0,307199,0,307200,0,307201,0,307202,0,307203,0,307204,0,307205,0,307206,0,307207,0,307208,0,307209,0,307210,0,307254,0,307310,0"
6903,11033,"726,0,7184,0,7186,0,8153,0,8229,0,8231,0,10567,0,11032,0,11033,0,11220,0,15986,0,15987,0,15988,0,22146,0,23985,0,24008,0,38620,0,38622,0,38624,0,68868,0,68960,0,80002,0,80097,0,92031,0,92032,0,92033,0,92034,0,92035,0,92036,0,92037,0,92038,0,106024,0,106025,0,110770,0,117209,0,134135,0,137068,0,137494,0,137500,0,137501,0,137502,0,137503,0,137504,0,137505,0,137506,0,137507,0,137508,0,137509,0,137510,0,137511,0,137512,0,137530,0,137533,0,137538,0,137552,0,137553,0,149137,0,149139,0,149140,0,174532,0,174561,0,174562,0,174568,0,174582,0,174584,0,174587,0,227375,0,227376,0,257209,0,279739,0,286281,0,287790,0,287791,0,287792,0,296016,0,296017,0,296197,0,307192,0,307193,0,307194,0,307195,0,307196,0,307197,0,307198,0,307199,0,307200,0,307201,0,307202,0,307203,0,307204,0,307205,0,307206,0,307207,0,307208,0,307209,0,307210,0,307254,0,307310,0"
6904,11035,"8175,0,10512,0,10527,0,11035,0,16803,0,16804,0,24076,0,24081,0,38858,0,38860,0,38935,0,62727,0,82256,0,82257,0,82258,0,82273,0,82275,0,82304,0,82310,0,95109,0,95110,0,98716,0,111495,0,139421,0,139422,0,139456,0,139494,0,139502,0,139505,0,148873,0,158272,0,160243,0,160279,0,182978,0,191231,0,203332,0,203355,0,210432,0,228383,0,270856,0,286488,0,286489,0,289678,0,289683,0,289684,0,335535,0,337817,0"
6905,11037,"3990,0,4339,0,10742,0,11037,0,11057,0,11062,0,16866,0,16867,0,16868,0,16869,0,22450,0,24282,0,24283,0,40219,0,40222,0,61258,0,61259,0,71592,0,71633,0,80507,0,80517,0,80563,0,80617,0,93983,0,93984,0,93985,0,98550,0,111138,0,132778,0,143629,0,143630,0,143670,0,143671,0,143672,0,143673,0,144476,0,150049,0,150050,0,150051,0,150052,0,150053,0,177730,0,178559,0,178685,0,178693,0,178694,0,178785,0,183726,0,192028,0,192029,0,192046,0,192143,0,192177,0,263848,0,263849,0,264467,0,271243,0,280187,0,280188,0,287782,0,287783,0,287784,0,287786,0,287787,0,287788,0,290101,0,290102,0,290103,0,290104,0,290105,0,290106,0,326348,0,326546,0,326553,0,326612,0,326692,0,326693,0,326697,0,326698,0,326841,0,331034,0,331600,0"
6906,11039,"3410,0,5080,0,6487,0,11039,0,16987,0,16988,0,16989,0,21853,0,24404,0,39673,0,39737,0,92754,0,98981,0,98982,0,106462,0,111907,0,118483,0,118484,0,134467,0,134576,0,140585,0,174214,0,174223,0,174307,0,174314,0,183896,0,224028,0,275974,0,286818,0,286819,0,286820,0,295529,0,340957,0"
6907,11040,"3297,0,3303,0,3305,0,5026,0,5253,0,9625,0,11040,0,18339,0,18340,0,28562,0,28564,0,37405,0,39051,0,39053,0,76959,0,76990,0,76992,0,76993,0,76994,0,92357,0,92358,0,95841,0,105314,0,110354,0,129375,0,129388,0,175625,0,178937,0,192279,0,194430,0,222412,0,289258,0,289259,0,327147,0,327148,0,327149,0,327150,0,327151,0"
6908,11042,"3650,0,4923,0,6511,0,6512,0,6513,0,9489,0,10674,0,11016,0,11017,0,11042,0,16936,0,16937,0,16938,0,17187,0,17782,0,17783,0,17784,0,24122,0,32265,0,40825,0,40831,0,40833,0,53983,0,63745,0,69745,0,71564,0,71901,0,71902,0,71903,0,71908,0,71910,0,71911,0,72118,0,77197,0,79376,0,79377,0,79378,0,79383,0,79385,0,79386,0,80488,0,80490,0,81782,0,81783,0,84469,0,93975,0,94127,0,95017,0,95019,0,95020,0,95614,0,105819,0,112728,0,139038,0,139301,0,139365,0,139367,0,139929,0,139930,0,139931,0,139947,0,143207,0,170873,0,170909,0,170937,0,170963,0,171013,0,171033,0,171042,0,171056,0,171068,0,171098,0,171111,0,171112,0,173652,0,180403,0,180404,0,180405,0,180447,0,192422,0,192423,0,192424,0,192500,0,198473,0,198485,0,198500,0,198510,0,198511,0,198512,0,198513,0,198519,0,198522,0,198531,0,198532,0,198533,0,198534,0,198535,0,198542,0,198543,0,198567,0,220051,0,228630,0,234379,0,264890,0,268074,0,271135,0,275546,0,275567,0,288105,0,288106,0,288120,0,288121,0,288122,0,289193,0,295791,0,295792,0,295793,0,295794,0,295795,0,295796,0,295797,0,295798,0,295799,0,322194,0,322195,0,322196,0,329541,0,329834,0,333984,0,340763,0"
6909,11044,"4938,0,8012,0,8335,0,8765,0,11044,0,36715,0,82665,0,84350,0,93296,0,106425,0,126870,0,126871,0,141645,0,142627,0,170882,0,171007,0,180392,0,192506,0,193415,0,198401,0,220960,0,292706,0,331884,0"
6910,11046,"2455,0,4211,0,10238,0,10759,0,11046,0,11082,0,17212,0,17213,0,17214,0,17215,0,17216,0,28765,0,28767,0,28841,0,39088,0,93093,0,105140,0,106478,0,128246,0,128247,0,134952,0,143590,0,175403,0,181336,0,184387,0,199100,0,199101,0,221172,0,221173,0,221174,0,262623,0,276498,0,276499,0,294826,0,294827,0,294828,0,294829,0,294830,0,294831,0,294832,0,294833,0,337730,0,339152,0,340552,0"
6911,11048,"11048,0,125046,0,217694,0,240977,0,296798,0,308117,0"
6912,11050,"3734,0,4126,0,4191,0,4228,0,5067,0,6485,0,11050,0,84684,0,92713,0,134798,0,134800,0,140676,0,170178,0,295098,0,295103,0"
6913,11052,"11052,0,84488,0,113539,0,139108,0,139119,0,155785,0,156245,0,182370,0,190766,0,201387,0,211291,0,211293,0,315875,0,315876,0,316148,0,316207,0,316359,0,316360,0,316689,0,335157,0,337793,0"
6914,11053,"5533,0,5534,0,9398,0,11053,0,17167,0,17168,0,19276,0,19277,0,19278,0,19494,0,19495,0,19496,0,19497,0,23108,0,30307,0,41577,0,41579,0,41583,0,42595,0,95670,0,99781,0,125265,0,138961,0,139109,0,143989,0,144367,0,144368,0,157733,0,157766,0,157919,0,157966,0,157979,0,158490,0,158663,0,158860,0,159504,0,159556,0,159595,0,160024,0,160084,0,160301,0,160432,0,160733,0,160734,0,160735,0,160865,0,160908,0,161142,0,161233,0,182864,0,182983,0,184662,0,184663,0,184664,0,184758,0,191161,0,191359,0,191360,0,191535,0,203562,0,204123,0,204851,0,205002,0,205003,0,205107,0,205359,0,205792,0,205866,0,206018,0,212668,0,235759,0,266871,0,275146,0,293524,0,293525,0,329839,0,334899,0"
6915,11055,"3574,0,3994,0,5940,0,8308,0,8317,0,8328,0,10243,0,11023,0,11055,0,16871,0,16872,0,16873,0,16874,0,24309,0,38560,0,38562,0,38564,0,38566,0,71629,0,80559,0,85106,0,85107,0,93913,0,93914,0,106069,0,111104,0,135267,0,137951,0,138003,0,143613,0,143624,0,144536,0,144537,0,144538,0,150033,0,176169,0,176286,0,177773,0,177949,0,183669,0,189720,0,206102,0,232062,0,232063,0,262765,0,291536,0,291537,0,291538,0,291539,0,291540,0,291541,0,328609,0,328610,0,328611,0,328612,0,328613,0,328614,0,328615,0,328616,0"
6916,11057,"3990,0,4339,0,10742,0,11037,0,11057,0,11062,0,16866,0,16867,0,16868,0,16869,0,22450,0,24282,0,24283,0,40219,0,40222,0,61258,0,61259,0,71592,0,71633,0,80507,0,80517,0,80563,0,80617,0,93983,0,93984,0,93985,0,98550,0,111138,0,132778,0,143629,0,143630,0,143670,0,143671,0,143672,0,143673,0,144476,0,150049,0,150050,0,150051,0,150052,0,150053,0,177730,0,178559,0,178685,0,178693,0,178694,0,178785,0,183726,0,192028,0,192029,0,192046,0,192143,0,192177,0,263848,0,263849,0,264467,0,271243,0,280187,0,280188,0,287782,0,287783,0,287784,0,287786,0,287787,0,287788,0,290101,0,290102,0,290103,0,290104,0,290105,0,290106,0,326348,0,326546,0,326553,0,326612,0,326692,0,326693,0,326697,0,326698,0,326841,0,331034,0,331600,0"
6917,11058,"3330,0,3586,0,3915,0,4115,0,4442,0,6472,0,10408,0,10435,0,10514,0,11058,0,15836,0,15837,0,22496,0,23976,0,38265,0,68991,0,68995,0,80125,0,80129,0,92066,0,106033,0,106034,0,110676,0,117830,0,132913,0,132914,0,132915,0,132916,0,132917,0,137571,0,137572,0,143674,0,144513,0,149290,0,150059,0,150060,0,150061,0,150062,0,150063,0,176138,0,176146,0,177033,0,177704,0,177955,0,178062,0,178154,0,181707,0,183665,0,189503,0,206125,0,206239,0,228929,0,228930,0,228935,0,257612,0,286285,0,286341,0,294708,0,294709,0,294710,0,294711,0,294712,0,294714,0,295991,0"
6918,11060,"3814,0,3909,0,4088,0,4319,0,4323,0,4329,0,4334,0,6798,0,8123,0,8124,0,9751,0,10269,0,10291,0,11060,0,11405,0,11957,0,11958,0,11959,0,18362,0,18363,0,18364,0,24201,0,31289,0,38372,0,38374,0,40248,0,40251,0,40253,0,80574,0,80575,0,80615,0,85161,0,85163,0,85164,0,87536,0,87623,0,87624,0,91900,0,93512,0,95639,0,98429,0,101130,0,101188,0,101462,0,101480,0,106786,0,111147,0,113281,0,114595,0,132468,0,135465,0,142911,0,143863,0,143864,0,143865,0,143874,0,143875,0,144429,0,144430,0,144480,0,153955,0,153971,0,153992,0,154004,0,154067,0,154350,0,154445,0,154454,0,154498,0,154512,0,154584,0,154599,0,154600,0,154620,0,154638,0,154805,0,154817,0,154834,0,154846,0,173449,0,173453,0,173454,0,173456,0,173460,0,180153,0,180158,0,180164,0,181111,0,181112,0,183505,0,183520,0,190170,0,190201,0,190219,0,190257,0,190284,0,190307,0,190342,0,196769,0,196776,0,196783,0,196801,0,196827,0,196862,0,196981,0,257493,0,261299,0,262848,0,262851,0,266987,0,266988,0,289688,0,289689,0,291469,0,291470,0,291471,0,291472,0,291473,0,291474,0,291475,0,291476,0,295043,0,295044,0,297087,0,297088,0,300667,0,311285,0,312497,0,312498,0,312644,0,312645,0,312646,0,312705,0,312817,0,312818,0,312876,0,330712,0,330885,0,337405,0,337764,0,339940,0"
6919,11062,"3990,0,4339,0,10742,0,11037,0,11057,0,11062,0,16866,0,16867,0,16868,0,16869,0,22450,0,24282,0,24283,0,40219,0,40222,0,61258,0,61259,0,71592,0,71633,0,80507,0,80517,0,80563,0,80617,0,93983,0,93984,0,93985,0,98550,0,111138,0,132778,0,143629,0,143630,0,143670,0,143671,0,143672,0,143673,0,144476,0,150049,0,150050,0,150051,0,150052,0,150053,0,177730,0,178559,0,178685,0,178693,0,178694,0,178785,0,183726,0,192028,0,192029,0,192046,0,192143,0,192177,0,263848,0,263849,0,264467,0,271243,0,280187,0,280188,0,287782,0,287783,0,287784,0,287786,0,287787,0,287788,0,290101,0,290102,0,290103,0,290104,0,290105,0,290106,0,326348,0,326546,0,326553,0,326612,0,326692,0,326693,0,326697,0,326698,0,326841,0,331034,0,331600,0"
6920,11064,"3473,0,3607,0,3608,0,3889,0,3907,0,4117,0,10354,0,10709,0,11064,0,14294,0,14295,0,16699,0,16700,0,16701,0,16702,0,16703,0,16704,0,24263,0,24264,0,28954,0,28969,0,36745,0,36751,0,38518,0,39928,0,39930,0,39932,0,39934,0,39936,0,39938,0,67597,0,70577,0,70578,0,70579,0,71625,0,75681,0,79237,0,79238,0,79239,0,79240,0,79241,0,79242,0,79243,0,79244,0,79245,0,79246,0,79247,0,80554,0,80949,0,80950,0,80951,0,94506,0,94507,0,94508,0,98345,0,106627,0,111433,0,111434,0,116011,0,116012,0,116014,0,128359,0,144788,0,144789,0,144790,0,144791,0,144792,0,144793,0,144794,0,144795,0,144796,0,144797,0,144798,0,144799,0,144800,0,144801,0,144802,0,144803,0,144804,0,144805,0,144806,0,144807,0,144812,0,144813,0,144814,0,144815,0,144836,0,149710,0,149714,0,149718,0,164634,0,164718,0,164719,0,164777,0,164815,0,165444,0,165468,0,165480,0,165482,0,165497,0,165708,0,165741,0,164720,0,182031,0,182036,0,182089,0,184850,0,186864,0,186973,0,187019,0,187026,0,187027,0,187211,0,187212,0,187281,0,193871,0,232115,0,232116,0,232117,0,232134,0,261107,0,261108,0,279659,0,279660,0,295726,0,295727,0,295728,0,295729,0,295730,0,295731,0,295732,0,295733,0,295734,0,295735,0,295736,0,295737,0,295738,0,295739,0,295740,0,295746,0,295747,0,295748,0,329210,0,331325,0,336627,0,337868,0,338176,0,340905,0"
6921,11066,"5805,0,6412,0,6654,0,6655,0,10229,0,11066,0,19047,0,19048,0,44138,0,44167,0,60460,0,83674,0,83679,0,83680,0,102732,0,102733,0,125327,0,139037,0,142908,0,155111,0,156046,0,156123,0,156264,0,156305,0,182168,0,190551,0,190606,0,201275,0,201572,0,296219,0,296220,0,300321,0,315774,0"
6922,11068,"3988,0,6752,0,11068,0,19688,0,41462,0,71635,0,80565,0,87575,0,101437,0,143371,0,176333,0,176399,0,177764,0,183701,0,206291,0"
6923,11070,"6507,0,11070,0,39561,0,71600,0,80527,0,84228,0,140950,0,156801,0,193595,0,201526,0,223980,0,234395,0,293357,0,293358,0"
6924,11072,"1138,0,1967,0,1972,0,1998,0,2026,0,4354,0,4359,0,11072,0,12687,0,12688,0,12689,0,21078,0,23408,0,23526,0,26005,0,26006,0,26008,0,26009,0,27213,0,27315,0,27408,0,34593,0,34595,0,57426,0,65003,0,65020,0,65661,0,71615,0,72908,0,73466,0,73483,0,73866,0,80540,0,90303,0,90304,0,104671,0,104672,0,109321,0,122862,0,122863,0,122864,0,123542,0,125214,0,125279,0,125280,0,174530,0,174537,0,174546,0,174547,0,174576,0,174579,0,174583,0,174594,0,184537,0,192706,0,192710,0,192717,0,192739,0,193283,0,217988,0,245251,0,245347,0,279927,0,284243,0,284244,0,284245,0,284246,0,291429,0,291430,0,291431,0,296722,0,296723,0,296724,0,307212,0,307262,0,307267,0,307276,0,307296,0,307303,0,307355,0,307365,0,307391,0,307392,0,307406,0,307442,0,307469,0,307476,0,307487,0,307495,0,307500,0,307503,0,307539,0,307549,0,307561,0,307563,0,307565,0,307572,0,307587,0,307606,0"
6925,11074,"7039,0,7719,0,7723,0,11074,0,11384,0,11385,0,39070,0,39072,0,83425,0,83435,0,83814,0,101588,0,121715,0,133789,0,143500,0,150375,0,150394,0,173236,0,179887,0,180530,0,184996,0,184997,0,184998,0,185004,0,185024,0,194537,0,194657,0,267365,0,291829,0,293211,0,306090,0,306091,0,306163,0,306164,0,306165,0,329441,0"
6926,11076,"4371,0,5124,0,9517,0,10637,0,11076,0,16707,0,16708,0,16709,0,16710,0,16711,0,16712,0,16713,0,16714,0,22804,0,22805,0,24058,0,24059,0,24060,0,28845,0,42091,0,70664,0,70665,0,70667,0,70668,0,70669,0,70670,0,70671,0,70672,0,70673,0,70674,0,80567,0,80568,0,80598,0,80599,0,80600,0,81937,0,81938,0,81940,0,81941,0,81942,0,81943,0,81944,0,81945,0,81946,0,81947,0,91220,0,95227,0,95228,0,95231,0,95232,0,95233,0,98701,0,98702,0,106222,0,111679,0,132876,0,138502,0,138837,0,138838,0,138839,0,138840,0,138841,0,138842,0,138843,0,138844,0,138845,0,138846,0,138862,0,138863,0,138910,0,143507,0,143662,0,143899,0,143901,0,143902,0,143903,0,148616,0,148617,0,148618,0,148620,0,148621,0,148622,0,166878,0,166884,0,166885,0,168291,0,168292,0,183872,0,233889,0,233890,0,233891,0,268398,0,269676,0,269685,0,280128,0,286678,0,286679,0,286680,0,286681,0,286682,0,295218,0,295230,0,295233,0,295235,0,295236,0,295237,0,295238,0,295240,0,305523,0,305543,0,305544,0,307125,0,307127,0,307128,0,307129,0,307130,0,331955,0"
6927,11078,"3746,0,4363,0,4409,0,10236,0,10529,0,10540,0,10551,0,10575,0,11078,0,11166,0,11167,0,11193,0,16817,0,16818,0,22669,0,24073,0,38931,0,71610,0,71611,0,80542,0,80543,0,82291,0,82292,0,82293,0,82294,0,88138,0,88841,0,95126,0,98724,0,98725,0,98726,0,106161,0,111488,0,132896,0,139411,0,139412,0,139419,0,139420,0,139458,0,139471,0,139491,0,168028,0,168032,0,180939,0,181547,0,183034,0,184343,0,199167,0,203733,0,228346,0,228347,0,270874,0,271219,0,279731,0,286453,0,286454,0,289241,0,289242,0,289243,0,306554,0,306555,0,306556,0,306557,0,306558,0,306559,0,306561,0,306562,0,306565,0,306566,0,336373,0"
6928,11080,"11,0,96,0,4341,0,4546,0,4768,0,4824,0,5126,0,6802,0,9275,0,9698,0,11080,0,17042,0,17043,0,43170,0,87626,0,96024,0,100996,0,141380,0,143535,0,152731,0,187661,0,224320,0,289771,0,290908,0,291720,0,291721,0,291722,0,291723,0,296642,0,309300,0,309301,0,309302,0,309303,0,309304,0,309305,0,329033,0"
6929,11082,"2455,0,4211,0,10238,0,10759,0,11046,0,11082,0,17212,0,17213,0,17214,0,17215,0,17216,0,28765,0,28767,0,28841,0,39088,0,93093,0,105140,0,106478,0,128246,0,128247,0,134952,0,143590,0,175403,0,181336,0,184387,0,199100,0,199101,0,221172,0,221173,0,221174,0,262623,0,276498,0,276499,0,294826,0,294827,0,294828,0,294829,0,294830,0,294831,0,294832,0,294833,0,337730,0,339152,0,340552,0"
6930,11084,"10202,0,11084,0,42454,0,69931,0,83177,0,84484,0,143391,0,143392,0,143393,0,161808,0,162307,0,186203,0,291891,0,291892,0,291893,0,334326,0"
6931,11086,"10885,0,11086,0,17244,0,17245,0,17246,0,17247,0,21830,0,39153,0,39181,0,39188,0,59003,0,69847,0,69848,0,69850,0,69852,0,69854,0,69856,0,83087,0,83088,0,83090,0,83092,0,83094,0,83096,0,84388,0,84389,0,84390,0,84391,0,84392,0,84393,0,111949,0,138983,0,138984,0,138985,0,143741,0,166276,0,174384,0,174405,0,174421,0,174431,0,174442,0,174443,0,174444,0,174477,0,174482,0,183855,0,198021,0,198022,0,198023,0,198054,0,211406,0,236670,0,236671,0,281019,0,281020,0,329403,0,338200,0"
6932,11087,"4597,0,4599,0,4796,0,5896,0,5897,0,6266,0,6267,0,9951,0,11087,0,17127,0,17128,0,17129,0,17130,0,41650,0,44563,0,61380,0,81483,0,83854,0,83855,0,83856,0,83857,0,83858,0,83859,0,84654,0,88910,0,88911,0,88912,0,102792,0,118675,0,135106,0,140513,0,163213,0,163223,0,163248,0,163259,0,163445,0,163622,0,163687,0,163755,0,164147,0,164421,0,164455,0,164568,0,188052,0,188259,0,188374,0,188387,0,188471,0,188977,0,194153,0,194186,0,202105,0,202751,0,202957,0,267589,0,275132,0,275140,0,280553,0,293482,0,294391,0"
